4070,"Probable alanyl-tRNA synthetase, mitochondrial",AARS2,6331226,AB033096,Q5JTZ9,SYAM_HUMAN,"",AARS2,AARS2,HGNC:21022,,human,Homo sapiens,DB00160
4071,Short-chain dehydrogenase/reductase 3,DHRS3,3450828,AF061741,O75911,DHRS3_HUMAN,"",DHRS3,DHRS3,HGNC:17693,,human,Homo sapiens,DB00162
4072,"All-trans-retinol 13,14-reductase",RETSAT,37182258,AY358568,Q6NUM9,RETST_HUMAN,"",RETSAT,RETSAT,HGNC:25991,,human,Homo sapiens,DB00162
4073,Retinol dehydrogenase 11,RDH11,9622124,AF167438,Q8TC12,RDH11_HUMAN,"",RDH11,RDH11,HGNC:17964,,human,Homo sapiens,DB00162
4074,Retinol dehydrogenase 14,RDH14,10039619,AF237952,Q9HBH5,RDH14_HUMAN,"",RDH14,RDH14,HGNC:19979,,human,Homo sapiens,DB00162
4075,Photoreceptor outer segment all-trans retinol dehydrogenase,RDH8,7527474,AF229845,Q9NYR8,RDH8_HUMAN,"",RDH8,RDH8,HGNC:14423,,human,Homo sapiens,DB00162
4076,Diacylglycerol kinase alpha,DGKA,30823,X62535,P23743,DGKA_HUMAN,1TUZ,DGKA,DGKA,HGNC:2849,,human,Homo sapiens,DB00163
4077,Serine/threonine-protein phosphatase 2A catalytic subunit beta isoform,PPP2CB,35581,X12656,P62714,PP2AB_HUMAN,"",PPP2CB,PPP2CB,HGNC:9300,,human,Homo sapiens,DB00163
4078,Serine/threonine-protein phosphatase 2A catalytic subunit alpha isoform,PPP2CA,36120,X12646,P67775,PP2AA_HUMAN,"",PPP2CA,PPP2CA,HGNC:9299,,human,Homo sapiens,DB00163; DB02506; DB06905
4079,"Lipoic acid synthetase, mitochondrial",LIAS,23958222,BC023635,O43766,LIAS_HUMAN,"",LIAS,LIAS,HGNC:16429,,human,Homo sapiens,DB00166
4080,"Isoleucyl-tRNA synthetase, mitochondrial",IARS2,"",AC103590,Q9NSE4,SYIM_HUMAN,"",IARS2,IARS2,HGNC:29685,,human,Homo sapiens,DB00167
4081,Vitamin K epoxide reductase complex subunit 1-like protein 1,VKORC1L1,40217985,AY423045,Q8N0U8,VKORL_HUMAN,"",VKORC1L1,VKORC1L1,HGNC:21492,,human,Homo sapiens,DB00170
4082,"Proline oxidase, mitochondrial",PRODH,2677802,U82381,O43272,PROD_HUMAN,"",PRODH,PRODH,HGNC:9453,08433,human,Homo sapiens,DB00172
4083,Peptidyl-prolyl cis-trans isomerase H,PPIH,2708309,AF016371,O43447,PPIH_HUMAN,1MZW,PPIH,PPIH,HGNC:14651,,human,Homo sapiens,DB00172
4084,Peptidyl-prolyl cis-trans isomerase B,PPIB,181335,M60857,P23284,PPIB_HUMAN,1CYN,PPIB,PPIB,HGNC:9255,,human,Homo sapiens,DB00172; DB04447
4085,Peptidyl-prolyl cis-trans isomerase C,PPIC,547304,S71018,P45877,PPIC_HUMAN,2RMC,PPIC,PPIC,HGNC:9256,,human,Homo sapiens,DB00172
4086,Peptidyl-prolyl cis-trans isomerase G,PPIG,1117968,U40763,Q13427,PPIG_HUMAN,"",PPIG,PPIG,HGNC:14650,,human,Homo sapiens,DB00172
4087,Pyrroline 5-carboxylate reductase isoform,P5CR2,4960118,AF151351,Q4W8W1,Q4W8W1_HUMAN,"",P5CR2,P5CR2,HGNC:30262,,human,Homo sapiens,DB00172
4088,"Probable prolyl-tRNA synthetase, mitochondrial",PARS2,39644604,BC007956,Q7L3T8,SYPM_HUMAN,"",PARS2,PARS2,HGNC:30563,,human,Homo sapiens,DB00172
4090,Chromosome 14 open reading frame 149,C14orf149,15082426,BC012131,Q96EM0,PRCM_HUMAN,"",C14orf149,C14orf149,HGNC:20488,,human,Homo sapiens,DB00172
4092,"Probable asparaginyl-tRNA synthetase, mitochondrial",NARS2,39644781,BC007800,Q96I59,SYNM_HUMAN,"",NARS2,NARS2,HGNC:26274,,human,Homo sapiens,DB00174
4094,"Gamma-aminobutyric acid type B receptor, subunit 2",GABBR2,3776098,AJ012188,O75899,GABR2_HUMAN,"",GABBR2,GABBR2,HGNC:4507,,human,Homo sapiens,DB00181
4095,Neuronal acetylcholine receptor subunit alpha-7,CHRNA7,496607,X70297,P36544,ACHA7_HUMAN,"",CHRNA7,CHRNA7,HGNC:1960,,human,Homo sapiens,DB00184; DB00237; DB00241; DB00306; DB00312; DB00418; DB00463; DB00599; DB00674; DB00794; DB00849; DB01174; DB01273; DB01351; DB01352; DB01353; DB01354; DB01355; DB01483; DB01496
4096,Metabotropic glutamate receptor 3,GRM3,1171564,X77748,Q14832,GRM3_HUMAN,"",GRM3,GRM3,HGNC:4595,,human,Homo sapiens,DB00659
4097,Neuronal acetylcholine receptor subunit alpha-9,CHRNA9,6688136,AJ243342,Q9UGM1,ACHA9_HUMAN,"",CHRNA9,CHRNA9,HGNC:14079,,human,Homo sapiens,DB00184; DB00674
4098,Gamma-aminobutyric-acid receptor subunit beta-1,GABRB1,31635,X14767,P18505,GBRB1_HUMAN,"",GABRB1,GABRB1,HGNC:4081,,human,Homo sapiens,DB00186; DB00189; DB00231; DB00349; DB00404; DB00431; DB00475; DB00546; DB00628; DB00683; DB00690; DB00801; DB00829; DB00842; DB00897; DB01068; DB01215; DB01440; DB01558; DB01559; DB01567; DB01587; DB01588; DB01589; DB01594; DB01595
4099,Gamma-aminobutyric-acid receptor subunit beta-3,GABRB3,182925,M82919,P28472,GBRB3_HUMAN,"",GABRB3,GABRB3,HGNC:4083,,human,Homo sapiens,DB00186; DB00189; DB00231; DB00349; DB00404; DB00475; DB00546; DB00592; DB00602; DB00628; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01068; DB01215; DB01558; DB01559; DB01567; DB01588; DB01589; DB01594; DB01595; DB06716
4100,Gamma-aminobutyric-acid receptor subunit beta-2,GABRB2,455946,S67368,P47870,GBRB2_HUMAN,"",GABRB2,GABRB2,HGNC:4082,,human,Homo sapiens,DB00186; DB00189; DB00231; DB00349; DB00404; DB00475; DB00546; DB00628; DB00683; DB00690; DB00801; DB00818; DB00829; DB00842; DB00897; DB01068; DB01215; DB01381; DB01558; DB01559; DB01567; DB01588; DB01594; DB01595; DB06716
4101,Proteasome subunit beta type 1,PSMB1,220026,D00761,P20618,PSB1_HUMAN,1IRU,PSMB1,PSMB1,HGNC:9537,,human,Homo sapiens,DB00188; DB07475; DB08515
4102,Proteasome subunit beta type 5,PSMB5,558526,D29011,P28074,PSB5_HUMAN,1IRU,PSMB5,PSMB5,HGNC:9542,,human,Homo sapiens,DB00188; DB07475; DB08515
4103,Proteasome subunit beta type 2,PSMB2,565649,D26599,P49721,PSB2_HUMAN,1IRU,PSMB2,PSMB2,HGNC:9539,,human,Homo sapiens,DB00188; DB07475; DB08515
4104,DNA polymerase,BALF5,1334913,V01555,P03198,DPOL_EBVB9,"","","","",,viral,Lymphocryptovirus Epstein-Barr virus,DB00194
4106,Guanylate kinase,GUK1,1196436,L76200,Q16774,KGUA_HUMAN,"",GUK1,GUK1,HGNC:4693,,human,Homo sapiens,DB01972; DB03431
4107,Cycloinulo-oligosaccharide fructanotransferase,cft,12056574,AF222787,Q9F0I5,Q9F0I5_PAEMA,"","","","",,bacterial,Paenibacillus macerans,DB00638
4109,"cAMP-specific 3',5'-cyclic phosphodiesterase 4C",PDE4C,727223,Z46632,Q08493,PDE4C_HUMAN,"",PDE4C,PDE4C,HGNC:8782,,human,Homo sapiens,DB00651; DB00920; DB01088; DB01656; DB01791; DB05266
4110,Voltage-dependent L-type calcium channel subunit beta-2,CACNB2,300417,S60415,Q08289,CACB2_HUMAN,"",CACNB2,CACNB2,HGNC:1402,,human,Homo sapiens,DB00270; DB00381; DB00393; DB00401; DB00622; DB00653; DB00661; DB01023; DB01054; DB01115; DB01388; DB06712
4111,Voltage-dependent L-type calcium channel subunit alpha-1S,CACNA1S,1698403,U30707,Q13698,CAC1S_HUMAN,"",CACNA1S,CACNA1S,HGNC:1397,,human,Homo sapiens,DB00270; DB00381; DB00393; DB00401; DB00568; DB00653; DB00661; DB01023; DB01054; DB01115; DB01388; DB04920; DB06712
4112,Voltage-dependent L-type calcium channel subunit beta-4,CACNB4,2058727,U95020,O00305,CACB4_HUMAN,1VYV,CACNB4,CACNB4,HGNC:1404,,human,Homo sapiens,DB00393; DB00661; DB01388
4113,Voltage-dependent L-type calcium channel subunit alpha-1F,CACNA1F,3183953,AJ006216,O60840,CAC1F_HUMAN,1VYT,CACNA1F,CACNA1F,HGNC:1393,,human,Homo sapiens,DB00393; DB00568; DB00661; DB01388; DB04920
4114,Voltage-dependent L-type calcium channel subunit beta-3,CACNB3,435135,X76555,P54284,CACB3_HUMAN,1VYT,CACNB3,CACNB3,HGNC:1403,,human,Homo sapiens,DB00393; DB00661; DB01388
4115,Voltage-dependent L-type calcium channel subunit alpha-1D,CACNA1D,179764,M76558,Q01668,CAC1D_HUMAN,1VYT,CACNA1D,CACNA1D,HGNC:1391,,human,Homo sapiens,DB00270; DB00381; DB00393; DB00401; DB00568; DB00622; DB00661; DB01023; DB01054; DB01115; DB01388; DB04920; DB06712
4116,Dihydropteroate synthetase,"",505177,Z30658,Q27738,Q27738_PLAFA,"","","","",,parasitic,Plasmodium falciparum,DB00359; DB00664; DB01145; DB01299; DB06147; DB08798
4117,Probable pyruvate-flavodoxin oxidoreductase,ydbK,1787642,U00096,P52647,NIFJ_ECOLI,"","","","",,bacterial,Escherichia coli,DB00698
4118,Cytochrome P450 3A5,CYP3A5,181346,J04813,P20815,CP3A5_HUMAN,"",CYP3A5,CYP3A5,HGNC:2638,05617,human,Homo sapiens,DB01267
4119,Cytochrome P450 2D6,CYP2D6,181350,M20403,P10635,CP2D6_HUMAN,"",CYP2D6,CYP2D6,HGNC:2625,00487,human,Homo sapiens,DB01267
4120,NADPH--cytochrome P450 reductase,POR,247307,S90469,P16435,NCPR_HUMAN,1AMO,POR,POR,HGNC:9208,00485,human,Homo sapiens,DB03147; DB03247; DB03461
4121,Histone deacetylase 1,HDAC1,1277084,U50079,Q13547,HDAC1_HUMAN,,HDAC1,HDAC1,HGNC:4852,,human,Homo sapiens,DB02546
4122,Histone deacetylase 2,HDAC2,1667394,U31814,Q92769,HDAC2_HUMAN,,HDAC2,HDAC2,HGNC:4853,,human,Homo sapiens,DB00227; DB02546
4123,Histone deacetylase 3,HDAC3,2326173,U66914,O15379,HDAC3_HUMAN,,HDAC3,HDAC3,HGNC:4854,,human,Homo sapiens,DB02546
4124,Histone deacetylase 6,HDAC6,4754911,AF132609,Q9UBN7,HDAC6_HUMAN,,HDAC6,HDAC6,HGNC:14064,,human,Homo sapiens,DB02546
4128,Protein farnesyltransferase subunit beta,FNTB,,L00635,P49356,FNTB_HUMAN,1S63,FNTB,FNTB,HGNC:3785,,human,Homo sapiens,DB06953; DB07216; DB07227; DB07752; DB07771; DB07780; DB07841; DB07895; DB08674; DB08676
4129,Protein farnesyltransferase/geranylgeranyltransferase type I alpha subunit,FNTA,,L10413,P49354,FNTA_HUMAN,1S63,FNTA,FNTA,HGNC:3782,,human,Homo sapiens,DB06953; DB07216; DB07227; DB07752; DB07771; DB07780; DB07841; DB07895; DB08180; DB08674; DB08676
4130,Hypoxia-inducible factor 1 alpha,HIF1A,,U22431,Q16665,HIF1A_HUMAN,,HIF1A,HIF1A,HGNC:4910,,human,Homo sapiens,DB08687
4131,"Prostaglandin E2 receptor, EP3 subtype",PTGER3,,S69200,P43115,PE2R3_HUMAN,,PTGER3,PTGER3,HGNC:9595,,human,Homo sapiens,DB00905; DB00917; DB00929
4132,Chloride channel protein ClC-Ka,CLCNKA,,Z30643,P51800,CLCKA_HUMAN,,CLCNKA,CLCNKA,HGNC:2026,,human,Homo sapiens,DB04552
4133,Trichotoxin_A50E,"","","","","",1M24,"","","","",,,DB04383
4134,Mercaptopyruvate sulfurtransferase,MST,,AJ313201,Q7K9G0,Q7K9G0_LEIMA,1OKG,,,,,parasitic,Leishmania major,DB02761; DB03352
4136,Epilancin 15X,"","","","","",1W9N,"","","","",,,DB03776
4137,Nociceptin receptor,OPRL1,,X77130,P41146,OPRX_HUMAN,,OPRL1,OPRL1,HGNC:8155,,human,Homo sapiens,DB01497
4139,Ramoplanin - Actinoplanes sp,"","","","","",1DSR,"","","","",,,DB03898
4140,Acetyl Group - Synthetic construct,"","","","","",1JDK,"","","","",,,DB03817
4141,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha isoform",PIK3CA,,Z29090,P42336,PK3CA_HUMAN,,PIK3CA,PIK3CA,HGNC:8975,,human,Homo sapiens,DB08059
4145,Phosphatidylinositol 3-kinase regulatory subunit beta,PIK3R2,,X80907,O00459,P85B_HUMAN,,PIK3R2,PIK3R2,HGNC:8980,,human,Homo sapiens,DB01064
4146,Phosphatidylinositol 3-kinase regulatory subunit gamma,PIK3R3,,D88532,Q92569,P55G_HUMAN,1FU6,PIK3R3,PIK3R3,HGNC:8981,,human,Homo sapiens,DB01064
4148,Serine/threonine-protein kinase mTOR,MTOR,,L34075,P42345,MTOR_HUMAN,1AUE,FRAP1,FRAP1,HGNC:3942,,human,Homo sapiens,DB00337; DB00877; DB01590; DB06287
4149,Nuclear factor NF-kappa-B p100 subunit,NFKB2,,X61498,Q00653,NFKB2_HUMAN,1A3Q,NFKB2,NFKB2,HGNC:7795,,human,Homo sapiens,DB01296
4150,DNA gyrase subunit B,gyrB,,X71437,P0A0K8,GYRB_STAAU,,,,,,bacterial,Staphylococcus aureus,DB01051
4152,Superoxide dismutase [Cu-Zn],SOD1,,L44139,P00441,SODC_HUMAN,1PU0,SOD1,SOD1,HGNC:11179,,human,Homo sapiens,DB03382
4154,Penicillin-binding protein 2x,pbpX,,AE005672,P14677,PBPX_STRPN,1QMF,,,,,bacterial,Streptococcus pneumoniae,DB01150
4155,Peptidoglycan synthetase ftsI,ftsI,,K00137,P0AD68,FTSI_ECOLI,,,,,,bacterial,Escherichia coli,DB00267; DB00274; DB00303; DB00430; DB00438; DB01327; DB01328; DB01329; DB01331; DB01332; DB01413; DB01415; DB01416
4160,Voltage-dependent calcium channel subunit alpha-2/delta-2,CACNA2D2,"",AJ251368,Q9NY47,CA2D2_HUMAN,"","",CACNA2D2,HGNC:1400,"",human,Homo sapiens,DB00270; DB00996; DB01023; DB01054; DB01118; DB01244
4161,Furin,FURIN,,X17094,P09958,FURIN_HUMAN,1P8J,,FURIN,HGNC:8568,,human,Homo sapiens,DB03600
4162,Potassium voltage-gated channel subfamily KQT member 3,KCNQ3,,AF071491,O43525,KCNQ3_HUMAN,,,KCNQ3,HGNC:6297,,human,Homo sapiens,DB00586
4165,P2Y purinoceptor 2,P2RY2,,U07225,P41231,P2RY2_HUMAN,,,P2RY2,HGNC:8541,,human,Homo sapiens,DB04786
4168,RNA-dependent RNA-polymerase,NS5b,,Z97730,O39930,O39930_9HEPC,1NHV,,,,,viral,Hepacivirus Hepatitis C virus,DB07199; DB07200
4171,"Phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta isoform",PIK3CD,,Y10055,O00329,PK3CD_HUMAN,,,PIK3CD,HGNC:8977,,human,Homo sapiens,DB06831
4173,Tyrosine-protein kinase JAK2,JAK2,,AF058925,O60674,JAK2_HUMAN,,,JAK2,HGNC:6192,,human,Homo sapiens,DB04716; DB07161; DB07162; DB08067; DB08183
4175,Platelet-activating factor acetylhydrolase,PLA2G7,,U20157,Q13093,PAFA_HUMAN,,,PLA2G7,HGNC:9040,,human,Homo sapiens,DB07821
4177,Proto-oncogene tyrosine-protein kinase receptor ret,RET,,X12949,P07949,RET_HUMAN,,,RET,HGNC:9967,,human,Homo sapiens,DB01809; DB08764; DB08875
4178,DNA repair protein RAD51 homolog 1,RAD51,,D13804,Q06609,RAD51_HUMAN,1N0W,,RAD51,HGNC:9817,,human,Homo sapiens,DB04395
4179,Nicotinamide phosphoribosyltransferase,NAMPT,,U02020,P43490,NAMPT_HUMAN,,,NAMPT,HGNC:30092,,human,Homo sapiens,DB07656
4180,DNA-(apurinic or apyrimidinic site) lyase,APEX1,,X66133,P27695,APEX1_HUMAN,1HD7,,APEX1,HGNC:587,,human,Homo sapiens,DB04967
4183,"HLA class II histocompatibility antigen, DRB1-1 beta chain",HLA-DRB1,,M11161,P04229,2B11_HUMAN,1AQD,,HLA-DRB1,HGNC:4948,,human,Homo sapiens,DB05259
4184,Protein kinase C delta type,PRKCD,,L07860,Q05655,KPCD_HUMAN,,,PRKCD,HGNC:9399,,human,Homo sapiens,DB04376; DB05013
4186,Neuropeptide Y receptor type 2,NPY2R,,U36269,P49146,NPY2R_HUMAN,,,NPY2R,HGNC:7957,,human,Homo sapiens,DB00847
4189,Alpha-galactosidase A,GLA,,X05790,P06280,AGAL_HUMAN,1R47,,GLA,HGNC:4296,,human,Homo sapiens,DB02944
4190,NADPH oxidase organizer 1,NOXO1,25573148,AF539796,Q8NFA2,NOXO1_HUMAN,,NOXO1,,GNC:19404,"",human,Homo sapiens,DB05265
4192,DNA topoisomerase 2-beta,TOP2B,,X68060,Q02880,TOP2B_HUMAN,,,TOP2B,HGNC:11990,,human,Homo sapiens,DB00380; DB00694; DB04395; DB08651
4193,Atrial natriuretic peptide clearance receptor,NPR3,,X52282,P17342,ANPRC_HUMAN,1JDP,,NPR3,HGNC:7945,,human,Homo sapiens,DB02944; DB04899
4198,"Fructose-1,6-bisphosphatase 1",FBP1,,L10320,P09467,F16P1_HUMAN,1FTA,,FBP1,HGNC:3606,,human,Homo sapiens,DB00131; DB02778; DB02848; DB04175; DB04493; DB07270; DB07312; DB07321; DB08484
4199,Sphingosine 1-phosphate receptor Edg-8,S1PR5,,AF331840,Q9H228,S1PR5_HUMAN,,,EDG8,HGNC:14299,,human,Homo sapiens,DB08868
4200,Cytochrome P450 1A2,CYP1A2,,Z00036,P05177,CP1A2_HUMAN,,,CYP1A2,HGNC:2596,,human,Homo sapiens,DB07453
4203,Histamine N-methyltransferase,HNMT,,D16224,P50135,HNMT_HUMAN,1JQD,,HNMT,HGNC:5028,,human,Homo sapiens,DB00613; DB01752; DB04655; DB07106
4205,Carbonic anhydrase 9,CA9,,X66839,Q16790,CAH9_HUMAN,,,CA9,HGNC:1383,,human,Homo sapiens,DB00562; DB00774; DB00909; DB00999
4209,ATP-sensitive inward rectifier potassium channel 8,KCNJ8,,D50312,Q15842,IRK8_HUMAN,,,KCNJ8,HGNC:6269,,human,Homo sapiens,DB00914; DB00922; DB01154; DB01251; DB01289
4210,Toll-like receptor 4,TLR4,,U93091,O00206,TLR4_HUMAN,,,TLR4,HGNC:11850,,human,Homo sapiens,DB02767; DB08231
4211,Cytidine deaminase,CDA,,L27943,P32320,CDD_HUMAN,1MQ0,,CDA,HGNC:1712,,human,Homo sapiens,DB03185
4218,Ribonucleoside-diphosphate reductase M2 subunit,RRM2,,X59618,P31350,RIR2_HUMAN,1H0N,,RRM2,HGNC:10452,,human,Homo sapiens,DB00242; DB05260
4221,Vascular endothelial growth factor,VEGF,11989978,AL136131,A2A2V4,A2A2V4_HUMAN,1TZI,VEGF,,GNC:12680,"",human,Homo sapiens,DB00480
4222,Ephrin type-B receptor 4,EPHB4,,U07695,P54760,EPHB4_HUMAN,,,EPHB4,HGNC:3395,,human,Homo sapiens,DB07249; DB07250; DB07251; DB07252; DB07253; DB07254; DB07255; DB07256
4225,Uridine phosphorylase 1,UPP1,,X90858,Q16831,UPP1_HUMAN,,,UPP1,HGNC:12576,,human,Homo sapiens,DB07437
4228,"Keratin, type II cytoskeletal 7",KRT7,,AJ238246,P08729,K2C7_HUMAN,,,KRT7,HGNC:6445,,human,Homo sapiens,DB01087
4233,Gram positive bacteria cell membranes,"","","","","","","","","","",,,DB00080
4234,Calcium ions,"","","","","","","","","","",,,DB00080; DB06689
4235,Phosphatidyl glycerol,"","","","","","","","","","",,,DB00080
4236,Teichoic acid,"","","","","","","","","","",,,DB00080
4237,50S ribosomal protein L22,rplV,,AE005174,P61177,RL22_ECO57,1P86,,,,,bacterial,Escherichia coli O157:H7,DB00199; DB00207; DB01369
4238,50S ribosomal protein L4,rplD,,AE005174,P60725,RL4_ECO57,1P86,,,,,bacterial,Escherichia coli O157:H7,DB00199; DB00207
4240,Protein disulfide-isomerase,P4HB,,X05130,P07237,PDIA1_HUMAN,1MEK,,P4HB,HGNC:8548,,human,Homo sapiens,DB03615
4245,Voltage-dependent anion-selective channel protein 1,VDAC1,,L06132,P21796,VDAC1_HUMAN,,,VDAC1,HGNC:12669,,human,Homo sapiens,DB01375
4246,Voltage-dependent anion-selective channel protein 2,VDAC2,,L08666,P45880,VDAC2_HUMAN,,,VDAC2,HGNC:12672,,human,Homo sapiens,DB01375
4247,Voltage-dependent anion-selective channel protein 3,VDAC3,,U90943,Q9Y277,VDAC3_HUMAN,,,VDAC3,HGNC:12674,,human,Homo sapiens,DB01375
4249,Cytochrome b6,petB,,,P83791,CYB6_MASLA,1VF5,,,,,bacterial,Mastigocladus laminosus,DB04646; DB08453
4250,Cytochrome b6-f complex subunit 4,petD,,AY390357,P83792,PETD_MASLA,1VF5,,,,,bacterial,Mastigocladus laminosus,DB04646; DB08453
4251,Cytochrome b6-f complex iron-sulfur subunit,petC,,AY390356,P83794,UCRI_MASLA,1VF5,,,,,bacterial,Mastigocladus laminosus,DB04646; DB08453
4252,Penicillin-binding protein 5,dacA,,AE014075,P0AEB3,DACA_ECOL6,1NZU,,,,,bacterial,Escherichia coli,DB01147; DB04647
4264,"Alpha-L-fucosidase, putative",TM_0306,,AE000512,Q9WYE2,Q9WYE2_THEMA,1ODU,,,,,bacterial,Thermotoga maritima,DB03283; DB03801
4269,"Hypoxanthine-guanine phosphoribosyltransferase, putative",HGPRTase,"",L07486,Q27796,Q27796_TRYCR,1P19,"","","",,parasitic,Trypanosoma cruzi,DB01632; DB01942; DB04198; DB04566
4271,Anthranilate phosphoribosyltransferase,trpD,"",AY064465,Q8VP84,Q8VP84_ERWCA,1KHD,"","","",,bacterial,Erwinia carotovora,DB01632
4272,POSSIBLE CELLULASE CELA1,celA1,"",BX842572,Q79G13,Q79G13_MYCTU,1UP3,"","","",,bacterial,Mycobacterium tuberculosis,DB01642; DB02379; DB02467; DB03584; DB04545
4275,PCZA361.16,"","",AJ223998,O52806,O52806_AMYOR,1OI6,"","","",,bacterial,Amycolatopsis orientalis,DB01643
4276,DNA polymerase III subunit epsilon,dnaQ,"",X04027,P03007,DPO3E_ECOLI,1J54,"","","",,bacterial,Escherichia coli,DB01643
4277,Glucose-1-phosphate thymidylyltransferase,rmlA,"",AE004091,Q9HU22,Q9HU22_PSEAE,1G3L,"","","",,bacterial,Pseudomonas aeruginosa,DB01643; DB02452; DB02843; DB03723; DB03751; DB04272; DB04485
4278,N-acylamino acid racemase,Aaar,"",D30738,Q44244,Q44244_9PSEU,1SJD,"","","",,bacterial,Amycolatopsis sp,DB01646; DB02251; DB03299; DB04511
4279,4-chlorobenzoyl CoA dehalogenase,fcbB,"",AF051771,O68600,O68600_9PROT,"","","","",,bacterial,Pseudomonas sp.,DB01652
4280,4-hydroxybenzoyl-CoA thioesterase,"","","",P56653,4HBT_PSEUC,1LO8,"","","",,bacterial,Pseudomonas sp.,DB01652; DB03613; DB04067
4281,Myo-inositol hexaphosphate phosphohydrolase,phyA,"",AF177214,Q7WUJ1,Q7WUJ1_SELRU,1U26,"","","",,bacterial,Selenomonas ruminantium,DB01666
4283,ActVA 6 protein,actVA 6,"",X58833,Q53908,Q53908_STRCO,1N5V,"","","",,bacterial,Streptomyces coelicolor,DB01668; DB02019; DB02042; DB03037
4284,Pentaerythritol tetranitrate reductase,onr,"",U68759,P71278,P71278_ENTCL,1VYR,"","","",,bacterial,Enterobacter cloacae,DB01676; DB02060; DB02508; DB03247; DB03651; DB04528; DB07373
4285,Peptide amidase,pam,"",AJ414049,Q8RJN5,Q8RJN5_STEMA,1M22,"","","",,bacterial,Stenotrophomonas maltophilia,DB01683
4288,Probable ATP-dependent RNA helicase DDX6,DDX6,"",BC065007,P26196,DDX6_HUMAN,"","",DDX6,HGNC:2747,,human,Homo sapiens,DB01694
4289,Cytochrome P450,TT_P0059,"",AE017222,Q746J6,Q746J6_THET2,1N97,"","","",,bacterial,Thermus thermophilus,DB01694; DB03014
4290,Hypoxia-inducible factor 1 alpha inhibitor,HIF1AN,"",AF395830,Q9NWT6,HIF1N_HUMAN,1H2N,"",HIF1AN,HGNC:17113,,human,Homo sapiens,DB01694; DB08263
4291,D-3-phosphoglycerate dehydrogenase,serA,"",BX842581,P0A544,SERA_MYCTU,1YGY,"","","",,bacterial,Mycobacterium tuberculosis,DB01694
4292,Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase,lpxA,"",AE000511,O25927,LPXA_HELPY,1J2Z,"","","",,bacterial,Helicobacter pylori,DB01694; DB08558
4294,"DTDP-4-dehydrorhamnose 3,5-epimerase",rmlC,"",AE004091,Q9HU21,RMLC_PSEAE,1RTV,"","","",,bacterial,Pseudomonas aeruginosa,DB01694
4295,Hypothetical protein VC0232,VC_0232,"",AE004112,Q9KVB4,Q9KVB4_VIBCH,1XPJ,"","","",,bacterial,Vibrio cholerae,DB01694
4296,Phosphonoacetate hydrolase,phnA,"",L49465,Q51782,PHNHY_PSEFL,1EI6,"","","",,bacterial,Pseudomonas fluorescens,DB01694
4297,Hypothetical protein,SP_1951,"",AE005672,Q97NR6,Q97NR6_STRPN,1SQS,"","","",,bacterial,Streptococcus pneumoniae,DB01694
4298,"3,4-dihydroxyphenylacetate 2,3-dioxygenase",mndD,"",U19817,Q44048,Q44048_ARTGO,1F1V,"","","",,bacterial,Arthrobacter globiformis,DB01702
4299,"Homoprotocatechuate 2,3-dioxygenase","","",U58132,Q45135,Q45135_9MICO,1Q0O,"","","",,bacterial,Brevibacterium fuscum,DB01702
4302,METHOXY MYCOLIC ACID SYNTHASE 2 MMAA2,mmaA2,"",BX842574,Q79FX6,MMAA2_MYCTU,1TPY,"","","",,bacterial,Mycobacterium tuberculosis,DB01718; DB01752
4304,Wiskott-Aldrich syndrome protein,WAS,"",U12707,P42768,WASP_HUMAN,1T84,"",WAS,HGNC:12731,,human,Homo sapiens,DB01731
4306,HemK protein,TM_0488,"",AE000512,Q9WYV8,Q9WYV8_THEMA,1SG9,"","","",,bacterial,Thermotoga maritima,DB01752; DB03473
4309,S-adenosyl-L-methionine-dependent methyltransferase mraW,rsmH,"",AE000512,Q9WZX6,RSMH_THEMA,1N2X,"","","",,bacterial,Thermotoga maritima,DB01752
4310,rRNA adenine N-6-methyltransferase,ermC',"",M13761,P13956,ERM_BACSU,1QAQ,"","","",,bacterial,Bacillus subtilis,DB01752; DB01910
4311,tRNA,TRDMT1,"",AF012128,O14717,TRDMT_HUMAN,"","",TRDMT1,HGNC:2977,,human,Homo sapiens,DB00738; DB01752; DB04077
4313,Probable tRNA/rRNA methyltransferase HI0766,trmL,"",L42023,P44868,TRML_HAEIN,1MXI,"","","",,bacterial,Haemophilus influenzae,DB01752
4314,Modification methylase PvuII,pvuIIM,"",X13778,P11409,MTP2_PROVU,1BOO,"","","",,bacterial,Proteus vulgaris,DB01752
4315,DNA adenine methylase,DAM,"",X01416,P04392,DMA_BPT4,1Q0T,"","","",,viral,T4-like viruses Enterobacteria phage T4,DB01752
4316,Mycolic acid synthase,pcaA,"",AE000516,Q7D9R5,CMAS3_MYCTU,1L1E,"","","",,bacterial,Mycobacterium tuberculosis,DB01752
4318,Siroheme synthase,cysG,"",M64606,P25924,CYSG_SALTY,1PJT,"","","",,bacterial,Salmonella typhimurium,DB01752; DB01907; DB04522
4323,Modification methylase HhaI,hhaIM,"",J02677,P05102,MTH1_HAEPH,1SKM,"","","",,bacterial,Haemophilus parahaemolyticus,DB01752
